Datum,O_NO,O_NO2,O_PM10,D_RH,D_Temperature,D_NO,D_NO2,D_PM10,N_Pressure_[mbar],N_RH,N_Temperature,N_Percipitation,N_NO,N_NO2,N_PM10,N_WindSpeed,N_WinDir,N_O3,W_RH,W_Temperature,W_NO,W_NO2,W_PM10,W_WindSpeed,W_WinDir,S_RH,S_Temperature,S_NO,S_NO2,S_PM10,S_WindSpeed,S_WinDir,S_O3,dayofyear,year,weekdays_Friday,weekdays_Monday,weekdays_Saturday,weekdays_Sunday,weekdays_Thursday,weekdays_Tuesday,weekdays_Wednesday,months_Apr,months_Aug,months_Dec,months_Feb,months_Jan,months_Jul,months_Jun,months_Mar,months_May,months_Nov,months_Oct,months_Sep,season_fall,season_spring,season_summer,season_winter,S_Ox,N_Ox
2014-01-13,51.556557,32.8073,35.447216,88.47419,3.1751506,93.808426,44.008965,36.242443,981.1154,86.27235,3.7321863,0.0,26.175968,28.100853,28.889593,0.5309026,208.23602,7.0526533,84.12774,3.8850095,39.089413,30.299646,29.474754,0.38075897,135.66182,88.72577,3.092393,75.83853,34.691525,49.110653,0.4277954,205.20735,7.567761,013,2014,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,42.259285999999996,35.153506300000004
2014-01-14,87.892914,50.406498,47.929943,79.90374,2.58756,182.10197,72.10879,52.375874,976.103,76.83442,3.3188229,0.0,59.77805,46.639244,36.28314,0.6526004,146.89267,2.7457812,76.06733,3.3556077,73.68576,46.690563,34.64667,0.35780516,152.4251,81.47604,2.7348754,142.32838,57.744423,61.251926,0.30816633,208.18376,3.457788,014,2014,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,61.202211,49.3850252
2014-01-15,75.33438,46.310722,48.807003,86.184654,3.974229,147.6451,63.41488,53.27702,968.0637,81.97794,4.2135196,0.0,67.68493,44.833298,39.960133,0.52987885,77.74939,0.29839635,83.3812,4.355071,78.04449,46.60438,39.681973,0.24850994,140.86916,86.845894,3.788663,148.43388,55.74243,67.76499,0.17485316,217.86621,0.9123116,015,2014,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,56.6547416,45.13169435
2014-01-16,50.64977,36.940895,47.444424,92.19195,5.2497807,78.34364,47.333508,41.978016,971.0557,89.6887,5.6142945,0.0042376122,21.070963,32.242714,39.91609,0.38612285,138.8054,5.2056503,89.801765,5.482454,22.835772,33.543186,39.681973,0.2947306,148.36052,91.549934,5.271277,44.03109,36.693607,50.693417,0.46592593,149.7725,5.2430115,016,2014,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,41.9366185,37.4483643
2014-01-17,37.41881,35.498962,50.212353,87.845856,3.9340506,75.06716,45.539783,42.013035,971.1214,85.49673,4.41073,0.0,19.331526,32.159004,35.851513,0.5341792,161.92015,4.366626,83.95419,4.422191,26.388885,35.03157,34.975918,0.41614375,164.20924,87.429985,4.121374,48.927906,40.1497,53.6284,0.49499533,187.17693,5.0906816,017,2014,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,45.240381600000006,36.52563000000001
2014-01-18,64.43437,49.226395,37.527676,79.203026,5.451433,106.14664,66.41835,37.31755,967.8121,78.91494,5.5305142,0.0,21.114037,39.233826,19.895494,0.98255914,96.901726,9.549063,77.3283,5.7733083,40.850452,44.733154,27.11641,0.5948923,114.3161,80.018425,5.4526963,71.896706,51.59503,35.262814,0.57832515,243.91527,9.293094,018,2014,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,60.888124000000005,48.782889
2014-01-19,43.056362,43.78285,28.5953,85.83923,6.525171,74.91659,59.84938,30.902166,968.4643,83.93627,6.5802517,0.0,24.881878,38.048103,19.723896,0.8340207,148.07892,6.1579576,82.32237,6.9684844,25.501844,39.80938,21.154799,0.42097962,84.36016,84.43551,6.6140666,40.969803,46.061882,32.397243,0.41390145,248.85449,5.7845926,019,2014,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,51.84647459999999,44.2060606
2014-01-20,38.218315,43.40657,26.922188,92.275444,6.3432693,68.25758,54.70034,30.424438,965.25244,91.36951,6.5211453,0.0,17.66077,34.73327,26.636492,0.5053649,147.26637,1.9831606,89.852905,6.898781,24.12599,38.4964,24.476227,0.34877548,108.330925,92.69909,6.448692,42.95549,42.22127,34.56818,0.3634634,269.50162,3.9088097,020,2014,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,46.130079699999996,36.716430599999995
2014-01-21,56.138332,39.7223,29.417795,94.12745,6.9759355,110.76798,56.772144,30.932222,961.09155,93.16119,7.1226163,0.09948488,41.379807,38.78062,26.262896,0.47399065,119.228424,1.5618516,92.84005,7.162997,48.758156,39.51301,25.38275,0.30294627,133.56715,95.76788,7.0528827,66.2207,44.09683,36.698364,0.34658006,210.08559,3.1325505,021,2014,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,47.2293805,40.342471599999996
2014-01-22,43.97786,32.377724,26.213295,68.61503,7.4557605,87.31264,43.818176,26.998276,965.3829,67.17898,7.9156127,0.0042376122,11.643476,27.818087,8.246963,0.9227138,208.88567,4.0063496,62.24116,8.057544,15.763761,27.062803,10.407748,0.894747,204.8559,73.07747,7.5847125,63.201836,33.69248,28.988478,1.1011006,266.72504,3.3371487,022,2014,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,37.0296287,31.8244366
2014-01-23,34.82619,31.35929,26.83242,85.410835,4.330046,54.194534,37.424232,24.924517,971.3245,80.80982,4.94562,0.0,17.819077,30.13814,19.52309,0.62133974,178.3338,1.5257547,81.69463,4.732832,19.672314,28.597837,15.601753,0.4935104,187.90352,83.66105,4.4399686,25.507465,30.259699,22.559042,0.6319603,164.31755,1.7646028,023,2014,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,32.0243018,31.6638947
2014-01-24,47.519665,30.858986,24.769121,94.36433,3.1940746,56.545296,35.12834,23.114893,975.6608,92.83718,3.5360925,0.05737095,13.707096,27.436558,20.941473,0.51215225,132.36147,0.13667846,93.11329,3.4123325,17.28417,26.365923,17.346203,0.5005287,162.46332,94.764046,3.366349,21.113495,28.946844,25.469618,0.7395101,144.32732,0.7117124,024,2014,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,29.6585564,27.57323646
2014-01-25,58.03471,33.089993,25.2643,94.892265,0.77611804,105.56988,47.150616,28.404089,972.3765,94.71455,1.069849,0.26735854,37.55044,30.103086,27.561972,0.34125915,186.487,0.5694113,93.76116,1.0205387,36.041565,30.03119,19.421019,0.36018848,172.148,96.48895,0.8097252,59.65313,35.59994,31.671576,0.33547568,144.59033,0.8680299,025,2014,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,36.4679699,30.6724973
2014-01-26,23.852203,32.736935,28.822447,88.25858,-1.1710193,33.768925,39.385674,30.947088,972.05273,87.00424,-0.57127947,0.0,20.0948,34.213963,31.795137,0.72496843,197.36958,18.350254,87.06241,-0.86599606,17.72829,30.730862,18.742094,0.6164281,185.07068,90.85461,-1.0267583,14.871091,31.465101,29.440313,0.6128506,175.23524,17.321718,026,2014,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,48.786819,52.564217
2014-01-27,5.94052,21.612944,50.392162,86.85065,-5.240049,12.900327,30.670122,52.200176,970.6883,82.51569,-4.4727893,0.010300699,2.2720244,26.729254,48.22192,0.7443542,182.77214,29.69111,82.99981,-4.778134,1.7780883,24.378115,56.459156,0.661884,171.82098,86.28707,-5.0378976,3.3944576,24.21527,52.277893,0.8465562,167.2152,33.837395,027,2014,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,58.052665000000005,56.420364
2014-01-28,15.179634,39.265915,80.72283,88.3728,-4.330926,41.409657,51.277016,82.38154,964.2834,84.615395,-3.5784283,0.0,15.794677,48.517395,71.7047,0.5989085,176.77477,10.50928,85.329124,-3.9467916,9.78383,44.589497,56.459156,0.58374643,173.75665,87.78756,-4.165899,9.8830595,42.59961,84.12732,0.6358959,172.39427,16.380745,028,2014,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,58.980355,59.026675
2014-01-29,31.368374,47.46234,96.880066,91.4855,-2.1022315,59.39307,57.97,91.562035,962.7763,87.79444,-1.5792035,0.06623738,19.455614,50.39771,75.56083,0.4359062,176.09615,6.8345356,88.19979,-1.7783661,22.95874,52.60086,56.459156,0.42241344,183.94495,91.1329,-1.936807,25.01291,53.07043,105.15314,0.48579374,187.25018,9.571649,029,2014,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,62.642079,57.2322456
2014-01-30,26.813074,45.55493,63.03529,85.31047,-2.3385763,34.896034,52.564922,61.071995,966.6707,81.068344,-1.8292967,0.045179617,2.583818,32.15714,54.153263,0.587715,150.39561,39.82188,81.31002,-2.0027988,7.5894847,37.268135,56.459156,0.5847314,176.35667,85.397865,-2.140198,9.630735,39.13308,65.997986,0.6662552,159.40419,37.0379,030,2014,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,76.17098,71.97901999999999
2014-01-31,23.025562,48.511047,86.9217,91.302376,-2.4221723,51.671383,67.57266,90.13797,975.0476,87.064476,-1.9255552,0.09355215,8.055288,43.989628,71.68937,0.37242958,142.91548,30.50571,88.11611,-2.1231227,12.374443,50.791336,80.046776,0.41326687,176.15503,90.51785,-2.2678282,12.344241,54.43374,96.48156,0.35912016,166.0144,24.726454,031,2014,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,79.160194,74.495338
2014-02-01,23.019121,39.39886,52.86406,94.29449,-1.2661673,43.08545,55.291653,53.58531,978.00714,91.830086,-0.84044904,0.08097129,4.8144746,34.326756,47.42644,0.4728122,141.27406,31.706562,91.97939,-0.9729774,6.1806483,39.233753,51.02037,0.5359087,135.89738,93.51272,-1.1230253,9.591387,39.9593,57.291775,0.6291767,134.2993,29.310137,032,2014,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,69.269437,66.03331800000001
2014-02-02,9.749972,26.885326,44.25275,94.62219,-3.023082,10.948759,32.389496,44.585682,977.4213,92.40585,-2.4412296,0.08625206,1.009333,26.626184,37.47949,0.6150046,156.2418,36.283985,93.105034,-2.656324,1.3716046,24.910671,40.65944,0.54216295,175.06279,94.10767,-2.865173,3.1524894,24.84075,50.32925,0.7073665,158.3483,41.50849,033,2014,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,66.34924000000001,62.910168999999996
2014-02-03,6.1830134,27.195238,26.304396,93.48886,-1.4347798,13.668476,35.921352,25.217657,976.5725,91.73652,-0.97919303,0.16767806,1.2980888,27.840424,25.596802,0.3691641,201.51074,27.975567,91.392975,-1.1509296,1.8761297,24.705595,23.172297,0.33814955,177.00273,93.77299,-1.2821496,2.9011383,26.09686,28.845062,0.25024346,198.40228,30.799017,034,2014,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,56.895877,55.815991
2014-02-04,26.51395,37.342754,30.412455,88.14472,-1.4461255,35.62267,51.534206,30.918882,980.5989,87.445274,-1.209114,0.0020862122,0.13680884,15.890473,27.446142,0.4893093,101.48203,56.548397,86.1727,-1.2464033,2.6347513,29.226885,26.23229,0.3877156,130.46709,87.50211,-1.3246632,6.949017,27.003353,30.705153,0.7035697,129.00468,49.468548,035,2014,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,76.471901,72.43887000000001
2014-02-05,101.17865,70.18968,44.266037,88.8543,-2.2784746,23.01041,43.698215,42.76766,979.64435,86.64095,-1.8983847,0.0,1.7371619,27.490854,32.851788,0.48949608,180.26317,42.43288,85.98228,-2.0591657,2.4100633,26.140388,35.75956,0.50029474,206.48271,87.94184,-2.0610218,4.771044,28.335175,45.663754,0.445307,169.1112,43.79599,036,2014,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,72.13116500000001,69.923734
2014-02-06,101.17865,70.18968,76.61845,95.29145,-1.3970218,44.130497,55.242336,75.19607,973.1341,93.596954,-1.0206223,0.0,6.25305,41.763195,59.193073,0.3933566,164.47215,15.17291,93.32364,-1.1762606,11.494542,45.11312,72.12264,0.3316927,183.64339,95.135284,-1.1944495,7.9570045,36.928635,79.03825,0.241921,164.94856,21.138159,037,2014,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,58.066794,56.936105000000005
2014-02-07,101.17865,70.18968,76.04358,93.91034,0.5393679,150.02296,83.670135,70.18136,972.79205,92.343346,0.9644008,0.0,91.269684,67.52413,65.08616,0.33676645,146.43164,1.3530191,92.10077,0.80860287,107.41532,73.298195,70.25459,0.29104546,198.6718,95.411224,0.5525333,97.54255,70.873055,79.42842,0.28073603,196.97572,1.4216851,038,2014,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,72.2947401,68.8771491
2014-02-08,42.849697,56.847813,24.022959,87.56722,2.658704,99.82717,75.03295,26.831533,967.63885,90.0438,2.3637788,0.0,30.795359,51.87773,26.804512,0.6147306,152.80919,5.782135,86.24051,2.6881933,45.208157,58.479618,23.506233,0.5095042,169.74042,91.56054,2.4030786,66.11304,68.17523,32.307392,0.5575647,228.49538,4.5670877,039,2014,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,72.7423177,57.659864999999996
2014-02-09,22.20923,39.79445,22.52653,92.38499,3.9134884,36.058544,53.208393,21.658533,966.75836,91.95221,3.7853787,0.106004305,5.260072,36.75933,18.935137,0.5871508,176.6883,19.221687,89.16208,4.048449,7.2537246,36.53622,15.516082,0.3417562,177.28711,93.402794,3.929843,12.674926,40.458958,24.222443,0.47786903,189.1421,20.638842,040,2014,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,61.09780000000001,55.981016999999994
2014-02-10,14.861966,34.173042,17.123575,91.88727,2.8900979,35.600574,48.3554,17.876493,962.7172,90.552216,3.0363667,0.15313973,1.2309036,28.455603,16.31054,1.1544601,119.00939,24.081886,89.3569,3.0387373,4.9291873,33.8772,16.553463,0.7392983,159.87167,92.47626,2.9884365,8.279513,35.737907,21.511612,0.9083447,274.5742,19.299835,041,2014,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,55.037742,52.537489
2014-02-11,51.727184,55.306946,38.363487,89.48153,2.1569524,96.555214,72.92362,34.080765,965.8626,86.07841,2.5994353,0.0020862196,43.66169,55.684402,28.242432,0.57266647,184.94025,4.725174,85.736946,2.3809705,40.46258,56.879494,25.425474,0.3779905,167.02223,91.35999,2.2723813,50.39987,60.707623,33.74063,0.29643515,206.1256,3.2758799,042,2014,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,63.9835029,60.409576
2014-02-12,47.538757,45.5103,26.728958,93.19767,4.642731,102.889984,59.618954,30.045631,966.4108,90.331474,4.966933,0.018580368,43.178215,45.93911,31.038668,0.6959222,126.78013,0.74669844,90.84107,4.7570815,52.387463,46.154823,29.616293,0.28904846,151.3242,93.51371,4.7394047,50.78376,49.029007,34.45295,0.36622217,233.41624,0.91667426,043,2014,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,49.94568126,46.68580844
2014-02-13,71.85378,53.01443,26.611694,92.62216,2.684222,107.67834,64.806015,28.780098,968.17975,88.025826,3.1789987,0.30243462,17.484165,41.116516,17.825289,0.757749,128.64227,12.065757,87.18286,3.5235484,32.923412,43.057964,19.20548,0.40354517,160.9103,94.540596,2.3563378,77.429634,50.42097,34.178753,0.49821734,157.83746,10.336384,044,2014,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,60.757354,53.182272999999995
2014-02-14,70.3817,54.662712,48.19952,82.577644,1.8201834,133.91772,70.64408,45.078007,966.71173,74.931694,3.0986996,0.0,40.64778,50.216354,30.193739,0.7445192,159.76575,9.860591,79.173096,3.0216436,73.90494,52.07643,33.80338,0.40828606,156.10637,85.6847,1.7303911,72.65508,55.09613,40.16733,0.500004,156.36313,6.3507857,045,2014,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,61.446915700000005,60.076945
2014-02-15,48.455017,44.925552,44.42549,64.945015,5.3955197,99.35569,70.95079,39.08265,970.65094,65.292694,5.2992873,0.041137565,11.105037,37.057213,19.76113,0.8863773,151.76848,24.902199,62.83684,5.997437,27.640583,44.585495,26.7521,0.6236051,148.91283,67.88672,5.2680044,48.157547,49.927006,34.74061,0.6219806,237.78221,19.1423,046,2014,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,69.069306,61.959412
2014-02-16,21.183517,39.518665,34.30351,70.81144,4.7055106,52.23295,60.42104,37.676735,970.3115,68.364006,4.4991417,0.0,8.271025,41.711918,23.031565,1.1029016,89.3075,14.645421,68.038,5.4100475,14.526262,44.856777,26.58354,0.6267552,111.871346,70.07752,4.453391,24.791372,46.300682,37.76437,0.46638498,196.29578,13.25615,047,2014,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,59.556832,56.357338999999996
2014-02-17,9.118467,27.42999,17.423676,84.31805,5.599255,27.270687,49.327568,18.841677,973.2158,82.37725,5.2769203,0.25060365,3.4330895,30.626635,12.747642,1.0577334,116.79846,24.180212,83.08527,5.6208453,5.6697025,31.683409,13.457157,0.6554177,112.324554,80.82859,5.761902,3.5135653,31.119297,17.834682,0.8980696,233.08534,28.21173,048,2014,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,59.331027,54.806847000000005
2014-02-18,42.162624,56.824142,17.502752,93.8485,2.294819,78.00244,64.01848,18.889881,977.8906,93.0492,2.4703717,0.5914391,11.778387,41.252174,11.626714,0.44715902,124.26839,24.81043,91.42989,3.1309834,15.839201,37.766087,8.989589,0.33945665,153.80573,96.43628,2.2619584,44.098133,58.272335,19.503447,0.3571186,163.61485,14.877467,049,2014,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,73.149802,66.062604
2014-02-19,22.63414,40.666912,29.830833,92.45425,2.088833,39.84063,51.224133,23.969421,979.97687,90.966064,2.567077,0.0,11.670751,42.659008,24.188776,0.555324,169.20738,11.440189,89.92716,3.2104845,12.657804,42.00903,21.307821,0.41956905,216.23329,94.92684,2.2112992,14.746477,40.25885,22.559774,0.3723108,199.16588,14.474872,050,2014,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,54.733722,54.099197000000004
2014-02-20,50.368893,44.725735,41.291775,88.92133,5.5933137,100.09722,61.053123,39.130344,974.2902,85.279015,6.0638433,0.19414854,14.907043,39.195934,20.171764,0.8738656,146.38326,9.410176,85.77146,6.150303,31.763645,41.8187,27.385443,0.3935288,149.4901,89.97537,5.37859,60.85417,47.107754,41.710815,0.4256413,177.11607,2.8115594,051,2014,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,49.9193134,48.60611
2014-02-21,35.97296,44.08823,36.55974,88.29376,5.663004,80.051025,59.43899,34.705765,976.3309,85.38208,5.624811,0.025032973,10.795853,38.22036,18.469757,0.60701746,146.2975,11.348216,85.32039,6.2489934,24.878826,42.039474,21.024721,0.28613248,139.53516,90.44553,5.5508704,45.08753,45.593693,32.288486,0.22695343,166.3703,9.380529,052,2014,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,54.974222,49.568576
2014-02-22,44.710526,36.428658,47.74796,83.83662,5.8564987,97.50134,51.64343,46.45106,972.1611,80.533714,6.0221953,0.0,14.623428,30.433817,29.318815,0.86613274,108.176506,10.453131,78.671455,6.8899727,36.276657,35.313213,38.01248,0.39832258,141.01157,85.10836,5.7899117,66.042465,40.6655,46.20673,0.34819493,191.13841,8.167627,053,2014,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,48.833127000000005,40.886948000000004
2014-02-23,14.29533,29.4767,21.32454,81.964005,5.9036336,35.389893,44.091854,25.344322,974.9602,79.17293,6.0088887,0.039442535,1.885402,25.514956,13.520513,0.5483267,193.9258,27.970594,75.556656,6.4409795,5.014687,23.144606,14.834797,0.5443018,210.17834,84.49676,5.802854,11.692901,30.368622,23.278898,0.49212906,223.49965,23.08234,054,2014,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,53.450962,53.48555
2014-02-24,22.264986,35.88256,30.51494,53.29777,6.1484165,48.115986,52.850826,27.520767,981.6648,61.634533,5.532805,0.0,0.64551413,21.204268,9.902478,0.9582868,171.9198,45.45315,46.191956,6.5342574,3.502067,20.366339,11.011921,1.027447,250.62268,65.49452,4.8721724,26.531673,35.762665,28.73757,0.7178914,227.09972,28.839348,055,2014,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,64.602013,66.657418
2014-02-25,30.533735,42.49063,40.835594,71.135704,5.324885,112.055145,71.938324,54.736683,981.3916,66.01392,5.8031173,0.0,8.721779,39.104294,26.017176,1.0438851,200.96405,28.60496,67.56732,5.922131,24.079884,47.152267,37.867115,0.3878514,194.00716,71.23769,4.885271,66.5737,50.188877,47.898388,0.5236804,141.68388,20.400969,056,2014,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,70.589846,67.709254
